DESCRIPCION_CONDUCTA_Homi1922,MUNICIPIO_Homi1922_HECHO,AÑO_Homi1922,ZONA_Homi1922,COLOMBIAPO_IDENCOLOMBIAFICACION_Homi1922,EDAD__Homi1922,DEL_01/01/2019_AL_31/12/2022_Homi1922,IdHomicidio2019_2022
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,158
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,159
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,160
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,161
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,162
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,43,1,163
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,164
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,44,1,165
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,166
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,41,1,167
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,168
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,169
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,170
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,18,1,171
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,18,1,172
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,70,1,173
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,70,1,174
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,175
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,176
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,177
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,178
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,179
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,180
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,181
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,182
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,183
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,31,1,184
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,185
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,186
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,1,187
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,1,188
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,1,189
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,23,1,190
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,191
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,192
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,193
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,194
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,54,1,195
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,196
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,197
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,198
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,199
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,200
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,201
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,202
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,38,1,203
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,204
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,44,1,205
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,206
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,27,1,207
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,208
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,209
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,210
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,211
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,212
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,213
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,1,214
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,215
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,216
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,217
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,15,1,218
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,15,1,219
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,42,1,220
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,42,1,221
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,222
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,223
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,24,1,224
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,31,1,225
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,226
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,227
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,228
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,54,1,229
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,230
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,13,1,231
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,232
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,233
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,234
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,56,1,235
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,69,1,236
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,69,1,237
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,238
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,50,1,239
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,50,1,240
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,241
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,242
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,243
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,244
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,245
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,246
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,247
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,248
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,249
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,250
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,251
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,252
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,253
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,254
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,55,1,255
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,55,1,256
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,47,1,257
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,49,1,258
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,47,1,259
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,260
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,261
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,262
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,263
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,264
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,265
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,266
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,267
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,VENEZUELA,28,1,268
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,269
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,270
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,271
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,45,1,272
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,273
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,44,1,274
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,44,1,275
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,44,1,276
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,277
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,48,1,278
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,38,1,279
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,59,1,280
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,64,1,281
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,VENEZUELA,23,1,282
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,283
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,284
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,51,1,285
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,286
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,31,1,287
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,1,288
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,289
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,290
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,21,1,291
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,41,1,292
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,293
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,294
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,295
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,296
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,72,1,297
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,298
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,299
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,40,1,300
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,301
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,302
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,303
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,304
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,305
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,23,1,306
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,307
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,308
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,76,1,309
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,52,1,310
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,311
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,312
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,313
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,43,1,314
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,315
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,316
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,15,1,317
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,318
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,319
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,320
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,321
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,322
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,323
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,39,1,324
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,18,1,325
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,27,1,326
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,27,1,327
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,328
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,329
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,330
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,331
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,332
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,333
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,42,1,334
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,66,1,335
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,336
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,20,1,337
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,20,1,338
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,20,1,339
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,340
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,341
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,342
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,20,1,343
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,41,1,344
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,345
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,1,346
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,347
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,348
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,38,1,349
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,31,1,350
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,351
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,352
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,11,1,353
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,354
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,355
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,62,1,356
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,25,1,357
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,18,1,358
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,359
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,360
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,361
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,14,1,362
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,55,1,363
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,38,1,364
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,18,1,365
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,36,1,366
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,68,1,367
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,368
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,57,1,369
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,57,1,370
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,57,1,371
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,372
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,373
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,58,1,374
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,58,1,375
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,376
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,377
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,378
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,379
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,380
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,381
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,382
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,57,1,383
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,57,1,384
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,385
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,386
ARTÍCULO 239. HURTO PERSONAS,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,387
