"proto","srcip","sport","dstip","dsport","spkts","dpkts","sbytes","dbytes","state","stime","ltime","dur","attack_cat"
"tcp","175.45.176.1","65515","149.171.126.17","179","10","6","658","268","FIN","1421928189","1421928190","0.368163","fuzzers"
"tcp","175.45.176.1","44676","149.171.126.11","445","24","24","3424","3172","FIN","1421928190","1421928192","2,037,476","dos"
"tcp","175.45.176.1","15830","149.171.126.18","80","286","46","364946","1988","FIN","1421928191","1421928194","2,828,484","exploits"
"tcp","175.45.176.0","21321","149.171.126.19","80","10","10","786","3706","FIN","1421928194","1421928195","0.453288","exploits"
"tcp","175.45.176.0","39034","149.171.126.12","80","10","6","894","268","FIN","1421928195","1421928195","0.311159","exploits"
"tcp","175.45.176.3","10505","149.171.126.14","19988","10","6","1578","268","FIN","1421928196","1421928197","0.515984","exploits"
"tcp","175.45.176.3","62067","149.171.126.17","110","556","3504","23988","4750303","FIN","1421928158","1421928198","40,716,087","exploits"
"tcp","175.45.176.1","65512","149.171.126.17","179","20","14","1270","622","FIN","1421928143","1421928198","55,350,929","fuzzers"
"tcp","175.45.176.1","65512","149.171.126.17","179","20","14","1270","622","FIN","1421928143","1421928198","55,350,929","fuzzers"
"tcp","175.45.176.1","65512","149.171.126.17","179","20","14","1270","622","FIN","1421928143","1421928198","55,350,929","fuzzers"
"tcp","175.45.176.2","41971","149.171.126.19","80","22","36","3576","40800","FIN","1421928197","1421928200","3,360,342","exploits"
"tcp","175.45.176.1","5926","149.171.126.19","80","14","6","3186","268","FIN","1421928198","1421928201","2,697","exploits"
"tcp","175.45.176.2","48936","149.171.126.19","80","10","6","1016","268","FIN","1421928201","1421928201","0.441325","exploits"
"tcp","175.45.176.1","65423","149.171.126.17","179","20","16","1292","708","FIN","1421928153","1421928201","48,549,618","fuzzers"
"tcp","175.45.176.1","65423","149.171.126.17","179","20","16","1292","708","FIN","1421928153","1421928201","48,549,618","fuzzers"
"tcp","175.45.176.2","48763","149.171.126.11","80","10","6","928","268","FIN","1421928203","1421928204","0.453958","exploits"
"tcp","175.45.176.2","6898","149.171.126.10","25","20","20","3434","1448","FIN","1421928202","1421928204","1,432,441","generic"
"tcp","175.45.176.2","58004","149.171.126.19","80","10","6","1018","268","FIN","1421928205","1421928205","0.487702","exploits"
"tcp","175.45.176.3","11508","149.171.126.10","80","10","8","968","354","FIN","1421928206","1421928206","0.665251","exploits"
"tcp","175.45.176.3","38991","149.171.126.15","80","12","16","1960","8824","FIN","1421928206","1421928207","1,123,254","generic"
"tcp","175.45.176.3","2724","149.171.126.10","143","14","12","1730","1014","FIN","1421928207","1421928208","1,034,766","generic"
"tcp","175.45.176.3","14417","149.171.126.12","14098","10","6","544","268","FIN","1421928210","1421928211","0.47278","shellcode"
"tcp","175.45.176.3","6985","149.171.126.12","25","228","50","276396","2978","FIN","1421928209","1421928213","3,385,263","exploits"
"tcp","175.45.176.3","6985","149.171.126.12","25","228","50","276396","2978","FIN","1421928209","1421928213","3,385,263","exploits"
"tcp","175.45.176.3","27548","149.171.126.14","25","20","20","3748","1620","FIN","1421928211","1421928213","1,818,013","exploits"
"tcp","175.45.176.2","26591","149.171.126.19","143","20","34","1090","26778","FIN","1421928213","1421928215","1,251,907","exploits"
"tcp","175.45.176.2","26591","149.171.126.19","143","20","34","1090","26778","FIN","1421928213","1421928215","1,251,907","exploits"
"tcp","175.45.176.1","1449","149.171.126.11","5555","10","8","1778","354","FIN","1421928214","1421928215","0.747981","exploits"
"tcp","175.45.176.0","33400","149.171.126.19","80","14","6","4590","268","FIN","1421928212","1421928215","2,580,634","exploits"
"tcp","175.45.176.1","9601","149.171.126.12","25","24","20","7324","1746","FIN","1421928215","1421928217","1,300,378","exploits"
"tcp","175.45.176.0","52346","149.171.126.13","25","32","22","18715","1860","FIN","1421928217","1421928218","1,676,864","exploits"
"tcp","175.45.176.2","34921","149.171.126.15","80","22","8","20266","354","FIN","1421928219","1421928219","0.59978","dos"
"tcp","175.45.176.0","64219","149.171.126.13","25","24","20","6917","1740","FIN","1421928219","1421928220","1,760,819","exploits"
"tcp","175.45.176.0","4561","149.171.126.19","25","24","20","8454","1770","FIN","1421928220","1421928222","1,508,406","generic"
"tcp","175.45.176.1","48267","149.171.126.15","110","26","60","1214","56840","FIN","1421928224","1421928226","1,973,824","exploits"
"tcp","175.45.176.0","64031","149.171.126.16","80","10","14","826","10522","FIN","1421928226","1421928227","0.499498","exploits"
"tcp","175.45.176.3","60141","149.171.126.14","56220","8","6","364","268","FIN","1421928227","1421928228","0.860327","exploits"
"tcp","175.45.176.3","60141","149.171.126.14","56220","8","6","364","268","FIN","1421928227","1421928228","0.860327","exploits"
"tcp","175.45.176.1","10877","149.171.126.16","80","10","8","820","1548","FIN","1421928228","1421928228","0.666025","exploits"
"tcp","175.45.176.3","52286","149.171.126.14","21","22","24","1166","1740","FIN","1421928225","1421928228","2,222,939","exploits"
"tcp","175.45.176.3","52286","149.171.126.14","21","22","24","1166","1740","FIN","1421928225","1421928228","2,222,939","exploits"
"tcp","175.45.176.1","47237","149.171.126.16","80","10","8","852","894","FIN","1421928229","1421928229","0.484181","exploits"
"tcp","175.45.176.1","50547","149.171.126.18","21","24","22","1252","1626","FIN","1421928229","1421928231","2,600,633","exploits"
"tcp","175.45.176.1","50547","149.171.126.18","21","24","22","1252","1626","FIN","1421928229","1421928231","2,600,633","exploits"
"tcp","175.45.176.1","60673","149.171.126.18","54762","8","8","364","824","FIN","1421928230","1421928231","0.777198","exploits"
"tcp","175.45.176.1","60673","149.171.126.18","54762","8","8","364","824","FIN","1421928230","1421928231","0.777198","exploits"
"udp","175.45.176.0","4325","149.171.126.16","2049","2","2","136","104","CON","1421928231","1421928231","0.223104","exploits"
"udp","175.45.176.1","34086","149.171.126.16","11005","2","0","110","0","INT","1421928232","1421928232","7.00E-6","shellcode"
"tcp","175.45.176.1","58146","149.171.126.11","80","12","30","1284","30538","FIN","1421928233","1421928233","0.746286","generic"
"udp","175.45.176.0","2048","149.171.126.11","1812","8","0","3808","0","INT","1421928230","1421928234","4,731,193","generic"
"udp","175.45.176.0","2048","149.171.126.11","1812","8","0","3808","0","INT","1421928230","1421928234","4,731,193","generic"
"udp","175.45.176.0","2048","149.171.126.11","1812","8","0","3808","0","INT","1421928230","1421928234","4,731,193","generic"
"udp","175.45.176.0","2048","149.171.126.11","1812","8","0","3808","0","INT","1421928230","1421928234","4,731,193","generic"
"tcp","175.45.176.2","35424","149.171.126.15","80","10","8","806","2042","FIN","1421928234","1421928235","0.877294","exploits"
"udp","175.45.176.0","3475","149.171.126.16","2049","22","22","2940","2448","CON","1421928232","1421928236","4,186,318","exploits"
"tcp","175.45.176.2","38197","149.171.126.12","3543","10","6","610","268","FIN","1421928236","1421928237","0.532256","shellcode"
"tcp","175.45.176.2","13775","149.171.126.17","80","10","6","898","268","FIN","1421928238","1421928238","0.389931","exploits"
"tcp","175.45.176.0","47463","149.171.126.18","80","14","14","3054","6940","FIN","1421928239","1421928240","0.92326","generic"
"tcp","175.45.176.2","18778","149.171.126.19","6667","8","8","364","516","FIN","1421928244","1421928244","0.578658","backdoor"
"tcp","175.45.176.2","1852","149.171.126.13","80","10","6","956","268","FIN","1421928246","1421928246","0.434918","exploits"
"tcp","175.45.176.2","35807","149.171.126.12","80","132","374","21184","542678","FIN","1421928235","1421928247","11,935,908","exploits"
"tcp","175.45.176.3","59614","149.171.126.13","80","10","6","778","268","FIN","1421928249","1421928249","0.554197","exploits"
"tcp","175.45.176.2","37961","149.171.126.11","25","22","20","5076","1664","FIN","1421928250","1421928251","1,531,026","exploits"
"tcp","175.45.176.1","16774","149.171.126.12","80","154","166","140126","129412","FIN","1421928242","1421928252","10,020,088","exploits"
"udp","175.45.176.3","57870","149.171.126.11","19634","2","0","2852","0","INT","1421928253","1421928253","1.2e-05","exploits"
"tcp","175.45.176.1","32280","149.171.126.12","1530","24","8","23334","354","FIN","1421928252","1421928253","0.370493","exploits"
"tcp","175.45.176.1","22078","149.171.126.17","179","10","6","836","268","FIN","1421928254","1421928254","0.467095","fuzzers"
"tcp","175.45.176.1","22078","149.171.126.17","179","10","6","836","268","FIN","1421928254","1421928254","0.467095","fuzzers"
"tcp","175.45.176.1","22078","149.171.126.17","179","10","6","836","268","FIN","1421928254","1421928254","0.467095","fuzzers"
"tcp","175.45.176.1","22078","149.171.126.17","179","10","6","836","268","FIN","1421928254","1421928254","0.467095","fuzzers"
"tcp","175.45.176.1","22078","149.171.126.17","179","10","6","836","268","FIN","1421928254","1421928254","0.467095","fuzzers"
"tcp","175.45.176.1","22078","149.171.126.17","179","10","6","836","268","FIN","1421928254","1421928254","0.467095","fuzzers"
"tcp","175.45.176.1","65490","149.171.126.17","179","10","6","838","268","FIN","1421928255","1421928255","0.571841","fuzzers"
"tcp","175.45.176.1","65490","149.171.126.17","179","10","6","838","268","FIN","1421928255","1421928255","0.571841","fuzzers"
"tcp","175.45.176.2","47408","149.171.126.19","143","24","70","1270","72378","FIN","1421928254","1421928256","174,666","exploits"
"tcp","175.45.176.3","5314","149.171.126.17","25","60","26","58396","1904","FIN","1421928259","1421928261","2,272,239","exploits"
"tcp","175.45.176.2","32029","149.171.126.16","5900","10","16","468","11096","FIN","1421928260","1421928261","0.998304","exploits"
"tcp","175.45.176.0","18821","149.171.126.12","80","10","8","824","1370","FIN","1421928261","1421928262","0.635674","exploits"
"tcp","175.45.176.1","65512","149.171.126.17","179","10","8","858","354","FIN","1421928263","1421928264","0.898335","fuzzers"
"tcp","175.45.176.1","65512","149.171.126.17","179","10","8","858","354","FIN","1421928263","1421928264","0.898335","fuzzers"
"tcp","175.45.176.1","65512","149.171.126.17","179","10","8","858","354","FIN","1421928263","1421928264","0.898335","fuzzers"
"tcp","175.45.176.0","48765","149.171.126.17","80","96","18","118098","784","FIN","1421928263","1421928264","1,135,401","exploits"
"tcp","175.45.176.2","13004","149.171.126.12","110","102","570","4472","724848","FIN","1421928257","1421928265","7,698,527","exploits"
"tcp","175.45.176.1","38585","149.171.126.14","65043","10","8","450","2440","FIN","1421928264","1421928265","1,504,599","exploits"
"tcp","175.45.176.1","38585","149.171.126.14","65043","10","8","450","2440","FIN","1421928264","1421928265","1,504,599","exploits"
"tcp","175.45.176.1","46941","149.171.126.14","21","24","22","1284","1642","FIN","1421928262","1421928266","3,340,597","exploits"
"tcp","175.45.176.1","46941","149.171.126.14","21","24","22","1284","1642","FIN","1421928262","1421928266","3,340,597","exploits"
"tcp","175.45.176.3","42959","149.171.126.15","179","10","6","534","268","FIN","1421928266","1421928267","0.701185","fuzzers"
"tcp","175.45.176.3","57324","149.171.126.15","179","10","6","534","268","FIN","1421928267","1421928267","0.455964","fuzzers"
"tcp","175.45.176.1","22001","149.171.126.10","443","12","12","1088","2934","FIN","1421928267","1421928268","0.924761","generic"
"tcp","175.45.176.1","19337","149.171.126.10","443","14","12","1988","3532","FIN","1421928268","1421928269","0.830644","generic"
"tcp","175.45.176.3","37600","149.171.126.15","179","10","6","534","268","FIN","1421928268","1421928269","0.598756","fuzzers"
"udp","175.45.176.1","26201","149.171.126.18","56598","2","0","320","0","INT","1421928269","1421928269","4.00E-6","shellcode"
"tcp","175.45.176.3","41524","149.171.126.15","179","10","8","534","354","FIN","1421928269","1421928270","0.738802","fuzzers"
"tcp","175.45.176.3","39084","149.171.126.15","179","10","6","534","268","FIN","1421928270","1421928271","0.602845","fuzzers"
"tcp","175.45.176.1","62765","149.171.126.12","445","50","48","7534","8322","FIN","1421928266","1421928271","4,756,302","exploits"
"tcp","175.45.176.1","21358","149.171.126.10","443","28","16","17978","6498","FIN","1421928269","1421928271","1,466,215","generic"
"tcp","175.45.176.3","38400","149.171.126.10","2001","14","8","7226","354","FIN","1421928272","1421928272","0.70183","exploits"
"tcp","175.45.176.3","50376","149.171.126.15","179","10","6","534","268","FIN","1421928272","1421928273","0.740563","fuzzers"
"tcp","175.45.176.3","37721","149.171.126.15","179","10","6","534","268","FIN","1421928273","1421928274","0.49207","fuzzers"
"tcp","175.45.176.2","26880","149.171.126.14","80","10","6","868","268","FIN","1421928273","1421928274","0.475008","exploits"
"tcp","175.45.176.1","8930","149.171.126.19","64712","18","8","11088","812","FIN","1421928274","1421928275","0.797436","exploits"
"tcp","175.45.176.3","42237","149.171.126.15","179","10","6","534","268","FIN","1421928274","1421928275","0.77712","fuzzers"
"tcp","175.45.176.0","12040","149.171.126.12","143","74","388","3438","502567","FIN","1421928269","1421928275","5,469,539","exploits"
"tcp","175.45.176.3","56941","149.171.126.15","179","10","8","534","354","FIN","1421928275","1421928276","0.861812","fuzzers"
"tcp","175.45.176.3","6595","149.171.126.12","179","16","12","892","674","FIN","1421928275","1421928276","1,184,015","fuzzers"
"tcp","175.45.176.3","37624","149.171.126.15","179","10","6","534","268","FIN","1421928276","1421928277","0.688798","fuzzers"
"tcp","175.45.176.3","37624","149.171.126.15","179","10","6","534","268","FIN","1421928276","1421928277","0.688798","fuzzers"
"tcp","175.45.176.3","37624","149.171.126.15","179","10","6","534","268","FIN","1421928276","1421928277","0.688798","fuzzers"
"tcp","175.45.176.3","37624","149.171.126.15","179","10","6","534","268","FIN","1421928276","1421928277","0.688798","fuzzers"
"tcp","175.45.176.3","37624","149.171.126.15","179","10","6","534","268","FIN","1421928276","1421928277","0.688798","fuzzers"
"tcp","175.45.176.3","37624","149.171.126.15","179","10","6","534","268","FIN","1421928276","1421928277","0.688798","fuzzers"
"udp","175.45.176.2","51813","149.171.126.17","41864","2","0","524","0","INT","1421928278","1421928278","6.00E-6","shellcode"
"tcp","175.45.176.3","2404","149.171.126.12","179","14","14","772","798","FIN","1421928277","1421928278","132,864","fuzzers"
"tcp","175.45.176.1","12962","149.171.126.17","445","28","24","7808","3274","FIN","1421928276","1421928279","2,563,891","exploits"
"tcp","175.45.176.3","1603","149.171.126.12","179","16","14","860","800","FIN","1421928278","1421928279","1,193,948","fuzzers"
"tcp","175.45.176.3","63337","149.171.126.15","179","10","8","534","354","FIN","1421928277","1421928279","1,294,338","fuzzers"
"tcp","175.45.176.3","36869","149.171.126.11","48910","10","6","1238","268","FIN","1421928279","1421928280","0.703574","exploits"
"tcp","175.45.176.3","42793","149.171.126.15","179","10","8","534","354","FIN","1421928279","1421928280","0.998369","fuzzers"
"tcp","175.45.176.3","2317","149.171.126.12","179","16","12","898","680","FIN","1421928280","1421928281","1,297,642","fuzzers"
"tcp","175.45.176.3","49315","149.171.126.19","1582","10","6","1698","268","FIN","1421928281","1421928282","0.489425","exploits"
"tcp","175.45.176.3","55958","149.171.126.15","179","10","6","534","268","FIN","1421928281","1421928282","0.810471","fuzzers"
"tcp","175.45.176.1","22949","149.171.126.17","143","18","18","1030","3330","FIN","1421928280","1421928282","1,734","exploits"
"tcp","175.45.176.1","22949","149.171.126.17","143","18","18","1030","3330","FIN","1421928280","1421928282","1,734","exploits"
"tcp","175.45.176.3","37609","149.171.126.15","179","10","6","534","268","FIN","1421928282","1421928283","0.672144","fuzzers"
"tcp","175.45.176.3","1347","149.171.126.12","179","16","16","884","910","FIN","1421928281","1421928283","1,389,563","fuzzers"
"udp","175.45.176.0","23889","149.171.126.17","5600","2","0","744","0","INT","1421928284","1421928284","9.00E-6","fuzzers"
"udp","175.45.176.3","29191","149.171.126.16","69","2","0","2130","0","INT","1421928284","1421928284","1.3e-05","fuzzers"
"tcp","175.45.176.3","7940","149.171.126.12","179","16","12","922","704","FIN","1421928283","1421928284","1,190,184","fuzzers"
"tcp","175.45.176.3","40859","149.171.126.15","179","10","6","534","268","FIN","1421928284","1421928284","0.780771","fuzzers"
"tcp","175.45.176.3","57259","149.171.126.15","179","10","8","534","354","FIN","1421928285","1421928285","0.93916","fuzzers"
"tcp","175.45.176.3","3179","149.171.126.12","179","16","12","924","706","FIN","1421928285","1421928286","1,464,167","fuzzers"
"tcp","175.45.176.3","64306","149.171.126.15","179","10","6","534","268","FIN","1421928286","1421928287","0.861472","fuzzers"
"tcp","175.45.176.0","33843","149.171.126.12","25","36","22","21361","1808","FIN","1421928283","1421928287","3,735,222","exploits"
"tcp","175.45.176.0","33843","149.171.126.12","25","36","22","21361","1808","FIN","1421928283","1421928287","3,735,222","exploits"
"tcp","175.45.176.3","27177","149.171.126.12","179","14","14","804","830","FIN","1421928286","1421928288","1,390,651","fuzzers"
"tcp","175.45.176.3","38073","149.171.126.15","179","10","6","534","268","FIN","1421928287","1421928288","1,588,221","fuzzers"
"tcp","175.45.176.0","62058","149.171.126.11","143","18","20","1006","4186","FIN","1421928286","1421928288","2,353,488","exploits"
"tcp","175.45.176.0","19303","149.171.126.12","80","10","10","844","2870","FIN","1421928288","1421928289","1,258,979","exploits"
"tcp","175.45.176.0","60087","149.171.126.16","143","18","20","1020","4102","FIN","1421928287","1421928289","2,099,509","exploits"
"tcp","175.45.176.0","60087","149.171.126.16","143","18","20","1020","4102","FIN","1421928287","1421928289","2,099,509","exploits"
"tcp","175.45.176.3","6562","149.171.126.12","179","14","14","806","832","FIN","1421928289","1421928290","134,939","fuzzers"
"tcp","175.45.176.1","8699","149.171.126.19","110","24","46","1136","39462","FIN","1421928289","1421928291","2,370,976","exploits"
"tcp","175.45.176.3","42805","149.171.126.15","179","10","8","534","354","FIN","1421928289","1421928292","2,133,735","fuzzers"
"tcp","175.45.176.2","43601","149.171.126.16","80","10","10","796","3414","FIN","1421928291","1421928292","0.849645","exploits"
"tcp","175.45.176.3","1782","149.171.126.12","179","14","14","1278","1304","FIN","1421928291","1421928292","1,351,237","fuzzers"
"udp","175.45.176.2","27421","149.171.126.11","45448","2","0","744","0","INT","1421928292","1421928292","4.00E-6","shellcode"
"tcp","175.45.176.3","49820","149.171.126.15","179","10","6","534","268","FIN","1421928294","1421928295","0.811557","fuzzers"
"tcp","175.45.176.3","1579","149.171.126.12","179","16","14","1402","1270","FIN","1421928292","1421928295","2,355,873","fuzzers"
"tcp","175.45.176.3","56314","149.171.126.15","179","10","8","534","354","FIN","1421928296","1421928297","108,719","fuzzers"
"tcp","175.45.176.3","1291","149.171.126.12","179","14","14","1282","1308","FIN","1421928295","1421928297","1,550,729","fuzzers"
"tcp","175.45.176.1","22545","149.171.126.15","80","134","28","170491","4958","FIN","1421928294","1421928297","2,738,692","generic"
"tcp","175.45.176.2","25047","149.171.126.18","80","14","6","1570","268","FIN","1421928295","1421928298","3,037,488","exploits"
"tcp","175.45.176.0","41910","149.171.126.14","6003","10","6","834","268","FIN","1421928298","1421928299","0.809435","exploits"
"tcp","175.45.176.3","37726","149.171.126.12","179","14","14","1284","1310","FIN","1421928297","1421928299","1,667,195","fuzzers"
"tcp","175.45.176.3","37662","149.171.126.15","179","10","6","534","268","FIN","1421928298","1421928300","12,491","fuzzers"
"tcp","175.45.176.3","37662","149.171.126.15","179","10","6","534","268","FIN","1421928298","1421928300","12,491","fuzzers"
"tcp","175.45.176.3","37662","149.171.126.15","179","10","6","534","268","FIN","1421928298","1421928300","12,491","fuzzers"
"tcp","175.45.176.3","37662","149.171.126.15","179","10","6","534","268","FIN","1421928298","1421928300","12,491","fuzzers"
"tcp","175.45.176.3","39549","149.171.126.12","12625","10","8","668","354","FIN","1421928299","1421928300","0.907371","shellcode"
"tcp","175.45.176.3","6574","149.171.126.12","179","14","16","1286","1398","FIN","1421928299","1421928301","2,129,357","fuzzers"
"tcp","175.45.176.3","37610","149.171.126.15","179","10","8","534","354","FIN","1421928300","1421928301","0.967389","fuzzers"
"tcp","175.45.176.1","15019","149.171.126.17","179","10","6","934","268","FIN","1421928302","1421928303","0.752769","fuzzers"
"tcp","175.45.176.1","15019","149.171.126.17","179","10","6","934","268","FIN","1421928302","1421928303","0.752769","fuzzers"
"tcp","175.45.176.3","63261","149.171.126.15","179","10","6","534","268","FIN","1421928302","1421928303","0.612311","fuzzers"
"tcp","175.45.176.3","2698","149.171.126.12","179","20","18","9240","9108","FIN","1421928302","1421928304","1,838,529","fuzzers"
"tcp","175.45.176.3","41558","149.171.126.15","179","10","8","534","354","FIN","1421928304","1421928305","0.893065","fuzzers"
"tcp","175.45.176.0","42174","149.171.126.16","1027","20","8","14684","468","FIN","1421928304","1421928305","1,162,444","exploits"
"tcp","175.45.176.3","2065","149.171.126.12","179","20","16","9242","9024","FIN","1421928304","1421928306","1,630,529","fuzzers"
"tcp","175.45.176.3","5665","149.171.126.15","111","10","8","564","412","FIN","1421928305","1421928306","0.725981","generic"
"tcp","175.45.176.2","17791","149.171.126.11","548","846","394","352990","16952","CON","1421928248","1421928307","59,908,634","dos"
"tcp","175.45.176.3","21115","149.171.126.15","1630","16","8","10156","354","FIN","1421928306","1421928307","0.768607","generic"
"tcp","175.45.176.3","13583","149.171.126.12","179","20","16","9244","9026","FIN","1421928306","1421928308","1,679,405","fuzzers"
"tcp","175.45.176.3","57288","149.171.126.15","179","10","8","534","354","FIN","1421928306","1421928308","2,288,285","fuzzers"
"udp","175.45.176.3","53195","149.171.126.12","69","2","0","2128","0","INT","1421928309","1421928309","1.1e-05","generic"
"udp","175.45.176.1","137","149.171.126.14","137","126","0","16128","0","INT","1421928251","1421928309","58,797,279","fuzzers"
"udp","175.45.176.1","57663","149.171.126.19","20034","2","0","2104","0","INT","1421928309","1421928309","9.00E-6","exploits"
"tcp","175.45.176.3","2329","149.171.126.12","179","20","16","9246","9028","FIN","1421928308","1421928310","1,254,343","fuzzers"
"tcp","175.45.176.3","42266","149.171.126.15","179","10","8","534","354","FIN","1421928309","1421928310","1,031,428","fuzzers"
"tcp","175.45.176.0","48548","149.171.126.15","4105","10","10","998","444","FIN","1421928310","1421928311","1,254,105","generic"
"tcp","175.45.176.3","6760","149.171.126.12","179","20","20","9212","9238","FIN","1421928310","1421928312","1,982,532","fuzzers"
"tcp","175.45.176.2","40615","149.171.126.17","80","10","8","822","2632","FIN","1421928313","1421928314","0.53302","exploits"
"tcp","175.45.176.0","59230","149.171.126.13","143","24","58","1278","58370","FIN","1421928312","1421928314","2,410,738","exploits"
"tcp","175.45.176.1","53092","149.171.126.17","80","10","8","1896","354","FIN","1421928314","1421928315","0.778648","exploits"
"tcp","175.45.176.3","16191","149.171.126.18","80","10","12","842","8250","FIN","1421928315","1421928316","0.796122","exploits"
"tcp","175.45.176.3","1581","149.171.126.12","179","114","112","119500","119440","FIN","1421928313","1421928316","2,652,486","fuzzers"
"tcp","175.45.176.2","11693","149.171.126.13","80","10","8","878","354","FIN","1421928317","1421928318","1,150,345","exploits"
"tcp","175.45.176.2","62580","149.171.126.17","80","10","8","1252","354","FIN","1421928317","1421928318","0.985138","exploits"
"tcp","175.45.176.3","6008","149.171.126.12","179","122","118","128054","127836","FIN","1421928316","1421928319","3,041,057","fuzzers"
"tcp","175.45.176.2","3308","149.171.126.18","2513","10","8","500","354","FIN","1421928319","1421928320","1,067,633","generic"
"tcp","175.45.176.2","12701","149.171.126.10","1723","10","6","1260","268","FIN","1421928321","1421928321","0.534988","exploits"
"tcp","175.45.176.3","10326","149.171.126.17","80","18","6","5062","268","FIN","1421928318","1421928321","3,229,001","exploits"
"tcp","175.45.176.3","6575","149.171.126.12","179","126","126","135340","135366","FIN","1421928319","1421928322","3,046,452","fuzzers"
"udp","175.45.176.0","36085","149.171.126.10","520","2","0","104","0","INT","1421928324","1421928324","2.00E-6","fuzzers"
"tcp","175.45.176.3","32445","149.171.126.13","80","496","3128","21690","4252752","FIN","1421928285","1421928325","40,062,668","exploits"
"tcp","175.45.176.3","1522","149.171.126.12","179","128","128","135932","135958","FIN","1421928323","1421928325","2,797,956","fuzzers"
"udp","175.45.176.0","30077","149.171.126.10","520","2","0","104","0","INT","1421928325","1421928325","1.00E-6","fuzzers"
"udp","175.45.176.0","30077","149.171.126.10","520","2","0","104","0","INT","1421928325","1421928325","1.00E-6","fuzzers"
"udp","175.45.176.3","20665","149.171.126.16","69","2","0","2642","0","INT","1421928326","1421928326","8.00E-6","fuzzers"
"udp","175.45.176.0","32949","149.171.126.10","520","2","0","104","0","INT","1421928326","1421928326","7.00E-6","fuzzers"
"tcp","175.45.176.1","17456","149.171.126.17","179","10","8","976","354","FIN","1421928325","1421928326","0.728726","fuzzers"
"tcp","175.45.176.1","17456","149.171.126.17","179","10","8","976","354","FIN","1421928325","1421928326","0.728726","fuzzers"
"udp","175.45.176.0","29856","149.171.126.10","520","2","0","104","0","INT","1421928327","1421928327","1.1e-05","fuzzers"
"udp","175.45.176.3","1026","149.171.126.16","69","2","0","2898","0","INT","1421928327","1421928327","1.00E-5","fuzzers"
"udp","175.45.176.3","1026","149.171.126.16","69","2","0","2898","0","INT","1421928327","1421928327","1.00E-5","fuzzers"
"udp","175.45.176.0","28732","149.171.126.10","520","2","0","104","0","INT","1421928328","1421928328","7.00E-6","fuzzers"
"tcp","175.45.176.1","43589","149.171.126.13","80","10","6","1582","268","FIN","1421928328","1421928328","0.630359","backdoor"
"tcp","175.45.176.3","49512","149.171.126.12","179","128","128","136380","136406","FIN","1421928326","1421928328","2,780,483","fuzzers"
"tcp","175.45.176.0","61714","149.171.126.12","27000","56","12","65743","526","FIN","1421928327","1421928328","0.709353","exploits"
"udp","175.45.176.0","32184","149.171.126.10","520","2","0","104","0","INT","1421928329","1421928329","2.00E-6","fuzzers"
"udp","175.45.176.0","32184","149.171.126.10","520","2","0","104","0","INT","1421928329","1421928329","2.00E-6","fuzzers"
"tcp","175.45.176.0","41518","149.171.126.17","80","10","16","830","13910","FIN","1421928329","1421928330","0.669687","exploits"
"udp","175.45.176.0","29378","149.171.126.10","520","2","0","104","0","INT","1421928330","1421928330","1.2e-05","fuzzers"
"udp","175.45.176.0","32800","149.171.126.10","520","2","0","104","0","INT","1421928331","1421928331","7.00E-6","fuzzers"
"tcp","175.45.176.3","1643","149.171.126.12","179","130","130","136494","136520","FIN","1421928329","1421928331","2,621","fuzzers"
"tcp","175.45.176.3","20781","149.171.126.10","23","18","14","1124","702","FIN","1421928329","1421928332","2,145,757","exploits"
"udp","175.45.176.0","10227","149.171.126.10","520","2","0","104","0","INT","1421928332","1421928332","2.00E-6","fuzzers"
"udp","175.45.176.0","57848","149.171.126.10","520","2","0","104","0","INT","1421928333","1421928333","4.00E-6","fuzzers"
"tcp","175.45.176.2","48498","149.171.126.12","21","14","12","1204","838","FIN","1421928333","1421928335","1,730,018","exploits"
"udp","175.45.176.0","29256","149.171.126.10","520","2","0","104","0","INT","1421928336","1421928336","2.00E-6","fuzzers"
"tcp","175.45.176.3","1315","149.171.126.12","179","134","132","136692","136632","FIN","1421928331","1421928336","4,583,012","fuzzers"
"tcp","175.45.176.3","2282","149.171.126.12","179","130","128","136534","136474","FIN","1421928336","1421928341","4,874,555","fuzzers"
"udp","175.45.176.0","34979","149.171.126.10","520","2","0","104","0","INT","1421928341","1421928341","4.00E-6","fuzzers"
"tcp","175.45.176.3","20359","149.171.126.10","139","60","310","2600","412456","FIN","1421928336","1421928342","5,663,817","exploits"
"tcp","175.45.176.3","48365","149.171.126.12","25","32","22","19788","1780","FIN","1421928338","1421928343","5,203,118","exploits"
"tcp","175.45.176.3","48365","149.171.126.12","25","32","22","19788","1780","FIN","1421928338","1421928343","5,203,118","exploits"
"udp","175.45.176.0","30062","149.171.126.10","520","2","0","104","0","INT","1421928343","1421928343","2.00E-6","fuzzers"
"udp","175.45.176.0","30062","149.171.126.10","520","2","0","104","0","INT","1421928343","1421928343","2.00E-6","fuzzers"
"udp","175.45.176.1","3794","149.171.126.16","2140","2","2","76","122","CON","1421928345","1421928345","0.151786","backdoor"
"udp","175.45.176.0","29549","149.171.126.10","520","2","0","104","0","INT","1421928345","1421928345","1.1e-05","fuzzers"
"udp","175.45.176.0","29549","149.171.126.10","520","2","0","104","0","INT","1421928345","1421928345","1.1e-05","fuzzers"
